Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Sales_Method,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,20,425,85000,29750,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,20,400,80000,32000,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,35,400,140000,49000,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,40,575,230000,115000,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,35,800,280000,112000,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,30,550,165000,57750,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,25,475,118750,41562.5,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,25,425,106250,42500,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,35,425,148750,52062.5,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,40,600,240000,120000,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,35,750,262500,105000,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,35,525,183750,64312.5,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,30,450,135000,47250,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,20,375,75000,30000,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,30,350,105000,36750,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,35,525,183750,91875,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,30,650,195000,78000,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,25,450,112500,39375,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,10,350,35000,12250,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,10,325,32500,13000,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,20,325,65000,22750,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,25,400,100000,50000,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,30,575,172500,69000,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,20,400,80000,28000,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,20,300,60000,21000,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,20,275,55000,22000,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,30,275,82500,28875,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,35,400,140000,70000,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,30,550,165000,66000,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,20,400,80000,28000,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,20,345,69000,24150,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,20,375,75000,30000,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,40,350,140000,49000,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,45,450,202500,101250,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,40,700,280000,112000,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,30,500,150000,52500,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,30,450,135000,47250,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,30,400,120000,48000,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,In-store,40,400,160000,56000,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,In-store,45,500,225000,112500,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,30,350,105000,36750,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,40,350,140000,49000,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,40,350,140000,49000,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,In-store,40,200,80000,28000,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Apparel,In-store,45,150,67500,27000,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Apparel,In-store,40,400,160000,48000,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Street Footwear,In-store,30,450,135000,47250,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,In-store,40,350,140000,49000,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women's Street Footwear,In-store,40,350,140000,49000,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,40,200,80000,28000,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Men's Apparel,In-store,45,125,56250,22500,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Apparel,In-store,40,325,130000,39000,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Street Footwear,In-store,40,475,190000,66500,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,50,325,162500,56875,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Street Footwear,In-store,55,350,192500,67375,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,50,250,125000,43750,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Apparel,In-store,55,100,55000,22000,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Apparel,In-store,50,300,150000,45000,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Street Footwear,In-store,55,475,261250,91437.5,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,60,275,165000,57750,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Street Footwear,In-store,60,325,195000,68250,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,45,225,101250,35437.5,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Apparel,In-store,50,125,62500,25000,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Apparel,In-store,65,300,195000,58500,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Street Footwear,In-store,50,500,250000,87500,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,55,350,192500,67375,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Street Footwear,In-store,55,350,192500,67375,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,50,275,137500,48125,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Apparel,In-store,45,175,78750,31500,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Apparel,In-store,60,525,315000,94500,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Street Footwear,In-store,55,775,426250,149187.5,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,65,650,422500,147875,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Street Footwear,In-store,80,650,520000,182000,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,80,525,420000,147000,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Apparel,In-store,90,400,360000,144000,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Apparel,In-store,105,700,735000,220500,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Street Footwear,In-store,85,850,722500,252875,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,90,700,630000,220500,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Street Footwear,In-store,90,650,585000,204750,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,85,550,467500,163625,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Apparel,In-store,90,600,540000,216000,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Apparel,In-store,105,600,630000,189000,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Street Footwear,In-store,90,800,720000,252000,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,80,775,620000,217000,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Street Footwear,In-store,70,650,455000,159250,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,70,425,297500,104125,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Apparel,In-store,70,425,297500,119000,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Apparel,In-store,75,250,187500,56250,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Street Footwear,In-store,50,450,225000,78750,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,55,450,247500,86625,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Street Footwear,In-store,50,250,125000,43750,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,50,200,100000,35000,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Apparel,In-store,60,225,135000,54000,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Apparel,In-store,45,250,112500,33750,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Street Footwear,In-store,40,350,140000,49000,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,55,525,288750,101062.5,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Street Footwear,In-store,50,350,175000,61250,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,45,325,146250,51187.5,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Apparel,In-store,55,300,165000,66000,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Apparel,In-store,60,350,210000,63000,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Street Footwear,In-store,45,575,258750,90562.5,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,50,650,325000,113750,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Street Footwear,In-store,45,475,213750,74812.5,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,55,450,247500,86625,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Apparel,In-store,75,425,318750,127500,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Apparel,In-store,80,550,440000,132000,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Street Footwear,In-store,65,750,487500,170625,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,75,750,562500,196875,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Street Footwear,In-store,70,550,385000,134750,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,70,550,385000,134750,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Apparel,In-store,80,475,380000,152000,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Apparel,In-store,85,575,488750,146625,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Street Footwear,In-store,35,400,140000,56000,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,45,400,180000,72000,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Street Footwear,In-store,45,400,180000,72000,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Athletic Footwear,In-store,45,250,112500,45000,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Apparel,In-store,50,200,100000,45000,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Apparel,In-store,45,450,202500,70875,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Street Footwear,In-store,35,500,175000,70000,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Athletic Footwear,In-store,45,400,180000,72000,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Women's Street Footwear,In-store,45,400,180000,72000,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,In-store,45,250,112500,45000,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Men's Apparel,In-store,50,175,87500,39375,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Apparel,In-store,45,375,168750,59062.5,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,In-store,45,525,236250,94500,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,In-store,55,375,206250,82500,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Street Footwear,In-store,60,400,240000,96000,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,In-store,55,300,165000,66000,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Apparel,In-store,60,150,90000,40500,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Apparel,In-store,45,350,157500,55125,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,In-store,50,525,262500,105000,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,In-store,55,325,178750,71500,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Street Footwear,In-store,55,375,206250,82500,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,In-store,40,275,110000,44000,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Apparel,In-store,45,175,78750,35437.5,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Apparel,In-store,60,350,210000,73500,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Street Footwear,In-store,45,550,247500,99000,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,In-store,50,400,200000,80000,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Street Footwear,In-store,50,400,200000,80000,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,In-store,45,325,146250,58500,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Apparel,In-store,40,225,90000,40500,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Apparel,Online,65,575,373750,130812.5,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,60,825,495000,198000,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,70,700,490000,196000,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,85,700,595000,238000,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,85,575,488750,195500,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Apparel,Online,95,450,427500,192375,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Apparel,Online,110,750,825000,288750,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,90,900,810000,324000,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,95,750,712500,285000,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,95,700,665000,266000,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,90,600,540000,216000,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Apparel,Online,95,650,617500,277875,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Apparel,Online,110,650,715000,250250,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,95,850,807500,323000,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,85,825,701250,280500,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,75,700,525000,210000,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,75,475,356250,142500,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Apparel,Online,65,475,308750,138937.5,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Apparel,Online,70,300,210000,73500,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,45,500,225000,90000,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,50,500,250000,100000,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,45,300,135000,54000,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,45,250,112500,45000,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Apparel,Online,55,275,151250,68062.5,
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Women's Apparel,Online,40,300,120000,42000,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,35,400,140000,56000,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,50,575,287500,115000,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,45,400,180000,72000,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,40,375,150000,60000,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Men's Apparel,Online,50,350,175000,78750,
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Apparel,Online,55,400,220000,77000,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,40,625,250000,100000,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,45,700,315000,126000,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,40,525,210000,84000,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,50,500,250000,100000,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Men's Apparel,Online,70,475,332500,149625,
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Apparel,Online,85,600,510000,178500,
West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,70,800,560000,224000,
West Gear,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,80,800,640000,256000,
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,75,600,450000,180000,
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,75,600,450000,180000,
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Apparel,Online,85,525,446250,200812.5,
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Women's Apparel,Online,90,625,562500,196875,
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,20,675,135000,40500,
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,30,675,202500,60750,
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,30,475,142500,42750,
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,35,475,166250,66500,
Foot Locker,1197831,5/1/2021,South,Louisiana,New Orleans,Men's Apparel,Online,40,325,130000,32500,
West Gear,1197831,5/1/2021,South,Louisiana,New Orleans,Women's Apparel,Online,35,475,166250,74812.5,
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,25,625,156250,46875,
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,35,600,210000,63000,
Foot Locker,1197831,4/2/2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,35,425,148750,44625,
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,35,375,131250,52500,
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Men's Apparel,Online,40,250,100000,25000,
Foot Locker,1197831,4/2/2021,West,Idaho,Boise,Women's Apparel,Online,35,450,157500,70875,
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Men's Street Footwear,Online,30,625,187500,65625,
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,40,625,250000,87500,
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Women's Street Footwear,Online,30,450,135000,47250,
Foot Locker,1197831,6/3/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,35,350,122500,55125,
West Gear,1197831,6/3/2021,West,Idaho,Boise,Men's Apparel,Online,40,250,100000,30000,
West Gear,1197831,6/3/2021,West,Idaho,Boise,Women's Apparel,Online,35,400,140000,70000,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Street Footwear,Online,20,650,130000,45500,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,30,650,195000,68250,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Street Footwear,Online,25,475,118750,41562.5,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,30,375,112500,50625,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Men's Apparel,Online,35,275,96250,28875,
West Gear,1197831,5/4/2021,West,Idaho,Boise,Women's Apparel,Online,30,550,165000,82500,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Street Footwear,Online,20,700,140000,49000,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,30,725,217500,76125,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,Online,25,575,143750,50312.5,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,35,500,175000,78750,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,Online,50,400,200000,60000,
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Apparel,Online,45,750,337500,168750,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Street Footwear,Online,45,750,337500,118125,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,50,750,375000,131250,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Street Footwear,Online,50,600,300000,105000,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,50,550,275000,123750,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Men's Apparel,Online,55,450,247500,74250,
West Gear,1197831,4/6/2021,West,Idaho,Boise,Women's Apparel,Online,60,825,495000,247500,
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Street Footwear,Online,50,775,387500,155000,
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,55,775,426250,170500,
West Gear,1197831,6/7/2021,West,Idaho,Boise,Women's Street Footwear,Online,50,925,462500,185000,
West Gear,1197831,6/7/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,50,525,262500,131250,
West Gear,1197831,6/7/2021,West,Idaho,Boise,Men's Apparel,Online,55,525,288750,101062.5,
Foot Locker,1197831,6/7/2021,West,Idaho,Boise,Women's Apparel,Online,65,800,520000,286000,
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Street Footwear,Online,50,750,375000,150000,
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,55,750,412500,165000,
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Street Footwear,Online,50,925,462500,185000,
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,50,475,237500,118750,
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Men's Apparel,Online,55,475,261250,91437.5,
Sports Direct,1197831,8/8/2021,West,Idaho,Boise,Women's Apparel,Online,60,725,435000,239250,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Street Footwear,Online,55,675,371250,148500,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,55,625,343750,137500,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Street Footwear,Online,60,675,405000,162000,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,60,400,240000,120000,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Men's Apparel,Online,55,400,220000,77000,
Sports Direct,1197831,5/9/2021,West,Idaho,Boise,Women's Apparel,Online,50,625,312500,171875,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Street Footwear,Online,40,575,230000,92000,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,40,575,230000,92000,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Street Footwear,Online,45,525,236250,94500,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,45,375,168750,84375,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Men's Apparel,Online,35,350,122500,42875,
Sports Direct,1197831,4/10/2021,West,Idaho,Boise,Women's Apparel,Online,45,525,236250,129937.5,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Street Footwear,Online,35,675,236250,94500,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,35,675,236250,94500,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Street Footwear,Online,60,600,360000,144000,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,60,450,270000,135000,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Men's Apparel,Online,55,425,233750,81812.5,
Sports Direct,1197831,5/11/2021,West,Idaho,Boise,Women's Apparel,Online,65,625,406250,223437.5,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Street Footwear,Online,55,775,426250,170500,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Athletic Footwear,Online,55,775,426250,170500,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Street Footwear,Online,60,675,405000,162000,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Athletic Footwear,Online,60,525,315000,157500,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Men's Apparel,Online,55,475,261250,91437.5,
Foot Locker,1197831,4/12/2021,West,Idaho,Boise,Women's Apparel,Online,65,725,471250,259187.5,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Street Footwear,Online,30,425,127500,44625,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Athletic Footwear,Online,40,425,170000,68000,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Street Footwear,Online,40,425,170000,59500,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Athletic Footwear,Online,40,275,110000,38500,
